review_id,order_id,customer_id,restaurant_id,courier_id,rating,language,review_text,review_date
453,453,418,22,24,2,en,Order was late and the courier never called when they couldn't find our building. Spaghetti Carbonara was barely warm.,2023-03-17
454,454,428,25,89,4,en,"Best Greek Salad in the area, hands down. Hill-Mckay never disappoints.",2024-05-26
455,455,68,45,93,4,en,"Best Cheesecake in the area, hands down. Tran Group never disappoints.",2024-12-13
456,456,214,38,62,2,en,Nelson LLC used to be reliable but the last few orders have been late and the Greek Salad portion has shrunk.,2024-01-16
457,457,195,50,46,5,en,"Fast delivery and the Caesar Salad arrived perfectly hot. Great job Kelly, Harris and Pruitt! Courier was polite and on time.",2022-02-03
458,458,472,32,15,3,en,"The Dish from Jackson, Bowman and Drake was fine, nothing special. Delivery was on time at least.",2023-04-29
459,459,336,21,2,1,en,Duran PLC used to be reliable but the last few orders have been late and the Crème Brûlée portion has shrunk.,2024-08-09
460,460,296,47,73,4,en,The Apple Strudel from Herman-Williams was excellent and the courier was friendly and quick. Will order again!,2024-12-10
461,461,268,45,90,4,en,The BBQ Burger from Tran Group was excellent and the courier was friendly and quick. Will order again!,2022-04-18
462,462,178,43,87,4,en,"The Falafel Bowl from Arnold, Montgomery and Doyle was excellent and the courier was friendly and quick. Will order again! Delivery driver even called ahead, nice touch.",2023-02-26
463,463,330,11,65,1,en,"Disappointed with Dominguez-Short - the Tofu Stir-Fry arrived cold and the order took much longer than promised. Had to track down the courier ourselves, no updates on the app.",2024-07-22
464,464,385,32,42,4,en,"The Dish from Jackson, Bowman and Drake was excellent and the courier was friendly and quick. Will order again!",2023-01-01
465,465,260,15,71,2,en,Wrong items in the bag - we ordered Margherita and got something else entirely. Refund requested.,2023-02-23
466,466,236,29,74,1,en,"Disappointed with Cooper, Ross and Perkins - the Grilled Vegetable Skewers arrived cold and the order took much longer than promised.",2022-04-07
467,467,162,8,64,4,en,Really happy with this order - order was fresh and the courier kept us updated the whole way. Courier was polite and on time.,2022-01-20
468,468,19,36,71,2,en,Order was late and the courier never called when they couldn't find our building. Falafel Bowl was barely warm.,2024-06-24
469,469,288,14,84,1,en,Order was late and the courier never called when they couldn't find our building. order was barely warm.,2023-05-18
470,470,423,4,29,3,en,"Howell Group got the order right this time, Diavola was okay, packaging could be better.",2023-01-02
471,471,337,24,92,5,en,"Fast delivery and the Diavola arrived perfectly hot. Great job Bell, Williamson and Duncan!",2022-05-06
472,472,175,23,82,5,en,"The Dish from Ellis, Parks and Jimenez was excellent and the courier was friendly and quick. Will order again!",2023-08-25
473,473,55,3,22,5,en,"Fast delivery and the Cobb Salad arrived perfectly hot. Great job Garcia, Pena and Adams!",2022-06-05
474,474,131,40,26,4,en,"Best Cheesecake in the area, hands down. Hawkins PLC never disappoints.",2022-05-15
475,475,235,13,92,5,en,Really happy with this order - Diavola was fresh and the courier kept us updated the whole way.,2022-04-30
476,476,475,41,87,1,en,"Disappointed with Peters, Golden and Ballard - the Caprese Salad arrived cold and the order took much longer than promised. Had to track down the courier ourselves, no updates on the app.",2022-05-16
477,477,338,38,65,3,en,Average experience. Mushroom Swiss Burger was decent but a bit pricey for the portion size.,2024-11-24
478,478,377,4,71,1,en,Wrong items in the bag - we ordered Diavola and got something else entirely. Refund requested.,2024-07-09
479,479,400,12,89,5,en,"The Ravioli Ricotta e Spinaci from Cruz, Jackson and Kane was excellent and the courier was friendly and quick. Will order again! Delivery driver even called ahead, nice touch.",2022-07-11
480,480,199,43,77,4,en,"The Falafel Bowl from Arnold, Montgomery and Doyle was excellent and the courier was friendly and quick. Will order again!",2024-08-25
481,481,215,39,89,5,en,Really happy with this order - Veggie Burger was fresh and the courier kept us updated the whole way. Courier was polite and on time.,2022-10-29
482,482,232,9,18,2,en,"The Diavola from Lowe, Ewing and Short was soggy by the time it got to us. Not ordering from here again.",2023-10-26
483,483,432,45,71,1,en,Order was late and the courier never called when they couldn't find our building. Double Beef Burger was barely warm. Courier was rude when we asked about the delay.,2024-02-20
484,484,112,13,27,2,en,"Gallegos, Taylor and West used to be reliable but the last few orders have been late and the Dish portion has shrunk. Courier was rude when we asked about the delay.",2024-02-25
485,485,68,46,84,2,en,Wrong items in the bag - we ordered Classic Cheeseburger and got something else entirely. Refund requested.,2023-07-09
486,486,60,49,46,4,en,Really happy with this order - Chocolate Brownie was fresh and the courier kept us updated the whole way.,2023-06-13
487,487,383,35,37,3,en,Average experience. Dish was decent but a bit pricey for the portion size.,2024-06-04
488,488,13,25,19,3,en,Average experience. Dish was decent but a bit pricey for the portion size.,2024-01-06
489,489,385,11,37,4,en,"Fast delivery and the Veggie Burger arrived perfectly hot. Great job Dominguez-Short! Delivery driver even called ahead, nice touch.",2022-10-03
490,490,402,19,27,3,en,"Thomas-Williamson got the order right this time, Grilled Vegetable Skewers was okay, packaging could be better.",2022-02-08
491,491,316,44,95,5,en,Fast delivery and the Mushroom Swiss Burger arrived perfectly hot. Great job Whitaker-Paul!,2024-08-07
492,492,262,45,37,4,en,Really happy with this order - Cheesecake was fresh and the courier kept us updated the whole way. Courier was polite and on time.,2024-01-01
493,493,214,44,41,4,en,Really happy with this order - Fettuccine Alfredo was fresh and the courier kept us updated the whole way. Courier was polite and on time.,2022-03-01
494,494,318,50,57,3,en,"The Dish from Kelly, Harris and Pruitt was fine, nothing special. Delivery was on time at least.",2024-09-29
495,495,280,48,78,1,en,Disappointed with Williams LLC - the Tagliatelle al Ragù arrived cold and the order took much longer than promised.,2024-05-03
496,496,230,12,88,5,en,"Best Ravioli Ricotta e Spinaci in the area, hands down. Cruz, Jackson and Kane never disappoints.",2022-07-26
497,497,264,8,49,5,en,The order from Bell-Jimenez was excellent and the courier was friendly and quick. Will order again!,2023-04-15
498,498,83,38,33,1,en,Order was late and the courier never called when they couldn't find our building. Calzone was barely warm.,2022-12-30
499,499,79,21,77,4,en,Really happy with this order - Crème Brûlée was fresh and the courier kept us updated the whole way. Courier was polite and on time.,2024-04-28
500,500,405,37,71,1,en,"Guzman, Brown and Larsen used to be reliable but the last few orders have been late and the Dish portion has shrunk.",2022-03-22
501,501,113,12,67,3,en,"Cruz, Jackson and Kane got the order right this time, Dish was okay, packaging could be better.",2024-05-11
502,502,279,35,52,2,en,"Wrong items in the bag - we ordered Dish and got something else entirely. Refund requested. Had to track down the courier ourselves, no updates on the app.",2023-01-20
503,503,170,22,47,5,en,"Five stars. Sanders, Smith and Smith nailed the Tagliatelle al Ragù again, still hot and packed carefully.",2022-08-30
504,504,288,49,84,1,en,Wrong items in the bag - we ordered Ravioli Ricotta e Spinaci and got something else entirely. Refund requested.,2022-05-06
505,505,124,42,79,4,en,"Best BBQ Burger in the area, hands down. Olson-Estrada never disappoints. Delivery driver even called ahead, nice touch.",2022-09-27
506,506,454,21,49,3,en,"Delivery took about as long as the app estimated. Crème Brûlée tasted fine, would order again if nothing closer is open.",2023-03-02
507,507,145,2,67,5,en,Really happy with this order - Dish was fresh and the courier kept us updated the whole way.,2023-07-18
508,508,250,3,38,1,en,Order was late and the courier never called when they couldn't find our building. Vegan Chili was barely warm.,2022-08-01
509,509,486,7,22,5,en,"Fast delivery and the Dish arrived perfectly hot. Great job Castaneda, Day and Weaver!",2023-08-10
510,510,344,41,100,4,en,"Fast delivery and the Classic Cheeseburger arrived perfectly hot. Great job Peters, Golden and Ballard!",2024-08-06
511,511,106,35,90,1,en,The Lentil Soup from Ross Group was soggy by the time it got to us. Not ordering from here again.,2023-12-11
512,512,352,10,4,2,en,Miles Group used to be reliable but the last few orders have been late and the Dish portion has shrunk.,2024-02-26
513,513,38,4,23,3,en,Average experience. Diavola was decent but a bit pricey for the portion size.,2023-09-05
514,514,209,25,58,2,en,Hill-Mckay used to be reliable but the last few orders have been late and the Dish portion has shrunk.,2023-03-20
515,515,200,44,16,3,en,"Delivery took about as long as the app estimated. Quattro Formaggi tasted fine, would order again if nothing closer is open.",2022-01-09
516,516,300,3,90,1,en,"Disappointed with Garcia, Pena and Adams - the Cobb Salad arrived cold and the order took much longer than promised.",2023-01-31
517,517,149,44,39,5,en,The Mushroom Swiss Burger from Whitaker-Paul was excellent and the courier was friendly and quick. Will order again!,2022-04-08
518,518,203,43,4,4,en,"The Falafel Bowl from Arnold, Montgomery and Doyle was excellent and the courier was friendly and quick. Will order again! Courier was polite and on time.",2022-06-22
519,519,383,26,70,1,en,Lang PLC used to be reliable but the last few orders have been late and the Dish portion has shrunk. Courier was rude when we asked about the delay.,2024-11-20
520,520,347,47,83,1,en,Herman-Williams used to be reliable but the last few orders have been late and the Apple Strudel portion has shrunk.,2024-11-15
521,521,448,36,19,5,en,"Five stars. Sanders LLC nailed the Falafel Bowl again, still hot and packed carefully. Delivery driver even called ahead, nice touch.",2022-02-18
522,522,281,6,40,1,en,"The Crème Brûlée from Neal, Gomez and Watkins was soggy by the time it got to us. Not ordering from here again.",2024-04-01
523,523,212,42,66,3,en,"Olson-Estrada got the order right this time, Dish was okay, packaging could be better.",2022-06-27
524,524,428,17,25,5,en,Fast delivery and the Dish arrived perfectly hot. Great job Rojas-Tanner!,2022-07-18
525,525,237,42,71,5,en,Fast delivery and the Dish arrived perfectly hot. Great job Olson-Estrada!,2022-11-15
526,526,51,13,93,1,en,"The Diavola from Gallegos, Taylor and West was soggy by the time it got to us. Not ordering from here again.",2023-06-22
527,527,66,43,84,2,en,"Arnold, Montgomery and Doyle used to be reliable but the last few orders have been late and the Dish portion has shrunk. Had to track down the courier ourselves, no updates on the app.",2022-04-20
528,528,163,32,58,4,en,Really happy with this order - Dish was fresh and the courier kept us updated the whole way.,2023-11-07
529,529,300,10,73,5,en,The Fettuccine Alfredo from Miles Group was excellent and the courier was friendly and quick. Will order again!,2023-02-04
530,530,87,1,41,2,en,"Williams, Campos and Cummings used to be reliable but the last few orders have been late and the Lasagna portion has shrunk.",2024-05-11
531,531,431,24,18,5,en,"The Diavola from Bell, Williamson and Duncan was excellent and the courier was friendly and quick. Will order again!",2024-03-17
532,532,229,23,100,4,en,"Best Dish in the area, hands down. Ellis, Parks and Jimenez never disappoints.",2023-06-18
533,533,331,39,11,4,en,The Veggie Burger from Meyer-Carrillo was excellent and the courier was friendly and quick. Will order again! Courier was polite and on time.,2024-07-30
534,534,101,17,94,1,en,Rojas-Tanner used to be reliable but the last few orders have been late and the Dish portion has shrunk.,2022-03-28
535,535,435,33,81,4,en,The Prosciutto e Funghi from Murphy and Sons was excellent and the courier was friendly and quick. Will order again! Courier was polite and on time.,2024-06-09
536,536,109,3,71,3,en,"The Vegan Chili from Garcia, Pena and Adams was fine, nothing special. Delivery was on time at least.",2023-08-22
537,537,335,50,20,2,en,Order was late and the courier never called when they couldn't find our building. Caesar Salad was barely warm.,2023-03-07
538,538,238,33,66,1,en,Wrong items in the bag - we ordered Double Beef Burger and got something else entirely. Refund requested.,2023-03-13
539,539,340,16,79,3,en,"Delivery took about as long as the app estimated. Bacon Burger tasted fine, would order again if nothing closer is open.",2022-07-03
540,540,229,11,23,2,en,Order was late and the courier never called when they couldn't find our building. Veggie Burger was barely warm.,2024-11-08
541,541,375,31,46,1,en,Wrong items in the bag - we ordered Napolitana and got something else entirely. Refund requested.,2022-08-31
542,542,33,17,48,5,en,"Best Spaghetti Carbonara in the area, hands down. Rojas-Tanner never disappoints.",2022-02-19
543,543,465,24,50,2,en,Order was late and the courier never called when they couldn't find our building. Diavola was barely warm.,2024-10-06
544,544,333,21,14,4,en,"Five stars. Duran PLC nailed the Crème Brûlée again, still hot and packed carefully.",2024-11-30
545,545,135,38,70,2,en,"The Cobb Salad from Nelson LLC was soggy by the time it got to us. Not ordering from here again. Had to track down the courier ourselves, no updates on the app.",2022-07-12
546,546,301,42,10,3,en,Average experience. BBQ Burger was decent but a bit pricey for the portion size.,2022-10-06
547,547,208,23,45,2,en,"Disappointed with Ellis, Parks and Jimenez - the Dish arrived cold and the order took much longer than promised.",2024-05-21
548,548,452,9,57,4,en,"Five stars. Lowe, Ewing and Short nailed the Cheesecake again, still hot and packed carefully. Courier was polite and on time.",2022-09-12
549,549,144,14,20,1,en,Disappointed with Jensen-Watkins - the order arrived cold and the order took much longer than promised.,2022-06-25
550,550,118,27,43,2,en,Rodriguez-Murray used to be reliable but the last few orders have been late and the Grilled Vegetable Skewers portion has shrunk.,2023-06-14
551,551,108,38,21,2,en,Nelson LLC used to be reliable but the last few orders have been late and the Cobb Salad portion has shrunk. Courier was rude when we asked about the delay.,2024-07-05
552,552,23,9,74,1,en,"Disappointed with Lowe, Ewing and Short - the Cheesecake arrived cold and the order took much longer than promised. Had to track down the courier ourselves, no updates on the app.",2022-06-27
553,553,457,37,19,4,en,Really happy with this order - Dish was fresh and the courier kept us updated the whole way.,2022-07-03
554,554,491,26,77,5,en,"Five stars. Lang PLC nailed the Dish again, still hot and packed carefully.",2023-11-30
555,555,111,29,78,1,en,"Disappointed with Cooper, Ross and Perkins - the Ravioli Ricotta e Spinaci arrived cold and the order took much longer than promised.",2024-08-11
556,556,426,27,77,5,en,Fast delivery and the Tofu Stir-Fry arrived perfectly hot. Great job Rodriguez-Murray!,2024-05-21
557,557,338,33,34,5,en,"Five stars. Murphy and Sons nailed the Double Beef Burger again, still hot and packed carefully.",2024-03-06
558,558,306,38,9,4,en,Really happy with this order - Cobb Salad was fresh and the courier kept us updated the whole way.,2023-02-21
559,559,9,13,67,3,en,"Gallegos, Taylor and West got the order right this time, Dish was okay, packaging could be better.",2024-01-22
560,560,50,12,61,3,en,"Delivery took about as long as the app estimated. Ravioli Ricotta e Spinaci tasted fine, would order again if nothing closer is open.",2023-10-23
561,561,386,8,12,5,en,Really happy with this order - order was fresh and the courier kept us updated the whole way. Courier was polite and on time.,2023-12-27
562,562,460,50,87,1,en,"Kelly, Harris and Pruitt used to be reliable but the last few orders have been late and the Dish portion has shrunk. Had to track down the courier ourselves, no updates on the app.",2023-04-20
563,563,448,3,90,2,en,"Garcia, Pena and Adams used to be reliable but the last few orders have been late and the Ravioli Ricotta e Spinaci portion has shrunk.",2023-04-18
564,564,180,38,95,5,en,Fast delivery and the Cobb Salad arrived perfectly hot. Great job Nelson LLC!,2023-09-27
565,565,131,31,99,2,en,Order was late and the courier never called when they couldn't find our building. Napolitana was barely warm.,2024-09-27
566,566,307,35,53,2,en,Ross Group used to be reliable but the last few orders have been late and the Dish portion has shrunk.,2022-07-30
567,567,268,8,67,3,en,"The order from Bell-Jimenez was fine, nothing special. Delivery was on time at least.",2023-02-18
568,568,412,21,53,5,en,Fast delivery and the Dish arrived perfectly hot. Great job Duran PLC!,2022-04-28
569,569,300,17,34,2,en,Order was late and the courier never called when they couldn't find our building. Spaghetti Carbonara was barely warm.,2023-04-12
570,570,142,44,51,5,en,"Best Ravioli Ricotta e Spinaci in the area, hands down. Whitaker-Paul never disappoints. Courier was polite and on time.",2023-04-01
571,571,190,36,72,3,en,"The Falafel Bowl from Sanders LLC was fine, nothing special. Delivery was on time at least.",2022-10-07
572,572,177,50,91,2,en,Order was late and the courier never called when they couldn't find our building. Caesar Salad was barely warm.,2024-03-19
573,573,118,29,90,5,en,"The Ravioli Ricotta e Spinaci from Cooper, Ross and Perkins was excellent and the courier was friendly and quick. Will order again!",2022-04-21
574,574,403,22,71,1,en,"The Tagliatelle al Ragù from Sanders, Smith and Smith was soggy by the time it got to us. Not ordering from here again.",2024-02-04
575,575,200,41,1,1,en,"The Dish from Peters, Golden and Ballard was soggy by the time it got to us. Not ordering from here again.",2024-06-23
576,576,223,6,9,4,en,"Five stars. Neal, Gomez and Watkins nailed the Crème Brûlée again, still hot and packed carefully. Courier was polite and on time.",2022-09-04
577,577,20,47,50,3,en,"The Cobb Salad from Herman-Williams was fine, nothing special. Delivery was on time at least.",2023-11-04
578,578,365,39,8,4,en,"Best Veggie Burger in the area, hands down. Meyer-Carrillo never disappoints.",2023-12-06
579,579,104,43,67,2,en,Order was late and the courier never called when they couldn't find our building. Penne Arrabbiata was barely warm.,2022-08-04
580,580,358,15,79,3,en,Average experience. Margherita was decent but a bit pricey for the portion size.,2024-01-10
581,581,336,1,21,1,en,"Williams, Campos and Cummings used to be reliable but the last few orders have been late and the Dish portion has shrunk.",2024-12-31
582,582,343,26,52,4,en,Really happy with this order - Dish was fresh and the courier kept us updated the whole way.,2022-08-09
583,583,361,5,12,3,en,"The Diavola from Wallace, Ortiz and Murray was fine, nothing special. Delivery was on time at least.",2022-11-11
584,584,494,18,29,3,en,"The Penne Arrabbiata from Hensley, Johnson and Adams was fine, nothing special. Delivery was on time at least.",2024-11-21
585,585,295,1,34,3,en,"Delivery took about as long as the app estimated. Dish tasted fine, would order again if nothing closer is open.",2023-03-23
586,586,38,33,38,4,en,"Best Prosciutto e Funghi in the area, hands down. Murphy and Sons never disappoints.",2024-11-05
587,587,449,35,74,5,en,"Really happy with this order - Dish was fresh and the courier kept us updated the whole way. Delivery driver even called ahead, nice touch.",2024-02-03
588,588,248,50,32,2,en,"Order was late and the courier never called when they couldn't find our building. Dish was barely warm. Had to track down the courier ourselves, no updates on the app.",2024-11-20
589,589,236,38,4,3,en,"Nelson LLC got the order right this time, Calzone was okay, packaging could be better.",2022-05-10
590,590,325,15,87,1,en,Order was late and the courier never called when they couldn't find our building. Margherita was barely warm.,2022-09-11
591,591,490,23,67,1,en,"The Bacon Burger from Ellis, Parks and Jimenez was soggy by the time it got to us. Not ordering from here again.",2022-01-13
592,592,148,6,52,2,en,"Neal, Gomez and Watkins used to be reliable but the last few orders have been late and the Crème Brûlée portion has shrunk.",2024-04-03
593,593,284,12,61,1,en,"The Ravioli Ricotta e Spinaci from Cruz, Jackson and Kane was soggy by the time it got to us. Not ordering from here again.",2023-01-24
594,594,485,48,88,3,en,"The Spaghetti Carbonara from Williams LLC was fine, nothing special. Delivery was on time at least.",2023-07-02
595,595,377,16,34,1,en,"Wrong items in the bag - we ordered Classic Cheeseburger and got something else entirely. Refund requested. Had to track down the courier ourselves, no updates on the app.",2022-09-12
596,596,183,10,100,1,en,Order was late and the courier never called when they couldn't find our building. Dish was barely warm.,2022-05-12
597,597,490,43,64,2,en,"Disappointed with Arnold, Montgomery and Doyle - the Ravioli Ricotta e Spinaci arrived cold and the order took much longer than promised.",2022-01-08
598,598,435,31,48,5,en,"Best Napolitana in the area, hands down. Johnson, Roberts and Smith never disappoints.",2022-12-12
599,599,94,49,66,2,en,"Order was late and the courier never called when they couldn't find our building. Ravioli Ricotta e Spinaci was barely warm. Had to track down the courier ourselves, no updates on the app.",2023-03-15
600,600,270,28,62,2,en,Disappointed with Combs-Stone - the Pepperoni arrived cold and the order took much longer than promised.,2022-02-07
601,601,441,44,100,1,en,Whitaker-Paul used to be reliable but the last few orders have been late and the Quattro Formaggi portion has shrunk.,2023-05-18
602,602,266,30,41,5,en,"Best Dish in the area, hands down. Rodriguez, James and Frank never disappoints.",2022-01-13
603,603,298,7,42,3,en,"Delivery took about as long as the app estimated. Diavola tasted fine, would order again if nothing closer is open.",2023-11-03
604,604,281,17,31,3,en,"Rojas-Tanner got the order right this time, Dish was okay, packaging could be better.",2023-06-04
605,605,95,32,55,5,en,"The Ravioli Ricotta e Spinaci from Jackson, Bowman and Drake was excellent and the courier was friendly and quick. Will order again!",2023-04-07
606,606,438,26,36,5,en,Really happy with this order - Fettuccine Alfredo was fresh and the courier kept us updated the whole way.,2022-07-17
607,607,352,15,13,4,en,The Bacon Burger from Cooper and Sons was excellent and the courier was friendly and quick. Will order again!,2024-06-02
608,608,101,10,95,5,en,"Best Dish in the area, hands down. Miles Group never disappoints.",2023-06-06
609,609,216,32,18,5,en,"Fast delivery and the Lasagna arrived perfectly hot. Great job Jackson, Bowman and Drake!",2023-07-23
610,610,154,17,72,1,en,Rojas-Tanner used to be reliable but the last few orders have been late and the Dish portion has shrunk.,2022-02-25
611,611,84,4,28,2,en,The Diavola from Howell Group was soggy by the time it got to us. Not ordering from here again.,2023-06-08
612,612,382,22,34,3,en,"Sanders, Smith and Smith got the order right this time, Tagliatelle al Ragù was okay, packaging could be better.",2023-01-30
613,613,11,27,16,5,en,The Caprese Salad from Rodriguez-Murray was excellent and the courier was friendly and quick. Will order again!,2024-08-08
614,614,295,42,84,4,en,Fast delivery and the BBQ Burger arrived perfectly hot. Great job Olson-Estrada!,2022-07-11
615,615,167,44,66,1,en,Whitaker-Paul used to be reliable but the last few orders have been late and the Tiramisu portion has shrunk.,2024-04-29
616,616,196,40,37,4,en,"Best Caprese Salad in the area, hands down. Hawkins PLC never disappoints.",2023-11-24
617,617,328,22,54,4,en,"Best Diavola in the area, hands down. Sanders, Smith and Smith never disappoints. Delivery driver even called ahead, nice touch.",2023-11-06
618,618,41,11,44,1,en,The Veggie Burger from Dominguez-Short was soggy by the time it got to us. Not ordering from here again. Courier was rude when we asked about the delay.,2022-12-10
619,619,137,39,83,4,en,"Best Cobb Salad in the area, hands down. Meyer-Carrillo never disappoints.",2022-10-27
620,620,383,38,67,1,en,Wrong items in the bag - we ordered Calzone and got something else entirely. Refund requested.,2023-04-01
621,621,65,47,31,2,en,Wrong items in the bag - we ordered Cobb Salad and got something else entirely. Refund requested. Courier was rude when we asked about the delay.,2022-10-06
622,622,86,26,14,1,en,Lang PLC used to be reliable but the last few orders have been late and the Fettuccine Alfredo portion has shrunk.,2022-03-13
623,623,28,2,99,3,en,"Delivery took about as long as the app estimated. Dish tasted fine, would order again if nothing closer is open.",2023-07-30
624,624,135,40,20,4,en,Fast delivery and the Caprese Salad arrived perfectly hot. Great job Hawkins PLC!,2023-12-22
625,625,118,16,95,5,en,"The Bacon Burger from Nelson, Graham and Fields was excellent and the courier was friendly and quick. Will order again!",2023-05-01
626,626,270,11,4,4,en,The Veggie Burger from Dominguez-Short was excellent and the courier was friendly and quick. Will order again!,2024-01-01
627,627,240,35,35,1,en,Disappointed with Ross Group - the Lentil Soup arrived cold and the order took much longer than promised.,2023-05-06
628,628,303,39,59,5,en,"Best Veggie Burger in the area, hands down. Meyer-Carrillo never disappoints. Delivery driver even called ahead, nice touch.",2024-04-02
629,629,328,41,69,3,en,"The Dish from Peters, Golden and Ballard was fine, nothing special. Delivery was on time at least.",2024-09-25
630,630,117,6,57,1,en,Wrong items in the bag - we ordered Crème Brûlée and got something else entirely. Refund requested.,2023-02-08
631,631,156,1,1,2,en,"The Lasagna from Williams, Campos and Cummings was soggy by the time it got to us. Not ordering from here again. Had to track down the courier ourselves, no updates on the app.",2024-06-15
632,632,147,31,69,3,en,"Johnson, Roberts and Smith got the order right this time, Napolitana was okay, packaging could be better.",2024-01-24
633,633,154,1,99,4,en,"The Lasagna from Williams, Campos and Cummings was excellent and the courier was friendly and quick. Will order again!",2024-05-26
634,634,281,24,25,1,en,"Bell, Williamson and Duncan used to be reliable but the last few orders have been late and the Diavola portion has shrunk.",2024-08-27
635,635,128,11,92,3,en,"The Tofu Stir-Fry from Dominguez-Short was fine, nothing special. Delivery was on time at least.",2023-03-05
636,636,135,6,55,1,en,"Order was late and the courier never called when they couldn't find our building. Crème Brûlée was barely warm. Had to track down the courier ourselves, no updates on the app.",2022-09-23
637,637,333,48,69,4,en,Really happy with this order - Lentil Soup was fresh and the courier kept us updated the whole way.,2023-03-31
638,638,70,19,15,3,en,Average experience. Vegan Chili was decent but a bit pricey for the portion size.,2023-05-15
639,639,359,40,63,5,en,"Five stars. Hawkins PLC nailed the Falafel Bowl again, still hot and packed carefully. Courier was polite and on time.",2022-12-20
640,640,497,35,3,2,en,The Caprese Salad from Ross Group was soggy by the time it got to us. Not ordering from here again.,2024-12-01
641,641,65,46,57,5,en,"Five stars. Smith Group nailed the Cobb Salad again, still hot and packed carefully. Delivery driver even called ahead, nice touch.",2022-09-14
642,642,253,14,44,5,en,"Best order in the area, hands down. Jensen-Watkins never disappoints.",2022-12-11
643,643,238,45,5,3,en,"Delivery took about as long as the app estimated. Double Beef Burger tasted fine, would order again if nothing closer is open.",2022-03-29
644,644,137,50,51,2,en,"Disappointed with Kelly, Harris and Pruitt - the Dish arrived cold and the order took much longer than promised.",2023-08-20
645,645,459,17,49,2,en,Order was late and the courier never called when they couldn't find our building. Classic Cheeseburger was barely warm.,2022-05-14
646,646,395,29,32,4,en,"Fast delivery and the Bacon Burger arrived perfectly hot. Great job Cooper, Ross and Perkins! Delivery driver even called ahead, nice touch.",2022-08-10
647,647,341,14,61,4,en,"Five stars. Jensen-Watkins nailed the order again, still hot and packed carefully. Courier was polite and on time.",2024-01-20
648,648,82,41,94,5,en,"The Classic Cheeseburger from Peters, Golden and Ballard was excellent and the courier was friendly and quick. Will order again!",2024-03-27
649,649,63,17,62,3,en,"Delivery took about as long as the app estimated. Spaghetti Carbonara tasted fine, would order again if nothing closer is open.",2022-11-24
650,650,443,43,28,1,en,"The Penne Arrabbiata from Arnold, Montgomery and Doyle was soggy by the time it got to us. Not ordering from here again.",2022-09-18
651,651,8,11,36,5,en,The Dish from Dominguez-Short was excellent and the courier was friendly and quick. Will order again!,2022-05-12
652,652,497,3,75,4,en,Really happy with this order - Cobb Salad was fresh and the courier kept us updated the whole way.,2023-06-07
653,653,395,6,32,4,en,"Best Tiramisu in the area, hands down. Neal, Gomez and Watkins never disappoints. Courier was polite and on time.",2023-07-03
654,654,31,4,46,4,en,The Diavola from Howell Group was excellent and the courier was friendly and quick. Will order again!,2022-06-20
655,655,65,32,30,4,en,"The Classic Cheeseburger from Jackson, Bowman and Drake was excellent and the courier was friendly and quick. Will order again!",2024-12-11
656,656,376,13,3,4,en,"The Dish from Gallegos, Taylor and West was excellent and the courier was friendly and quick. Will order again! Courier was polite and on time.",2023-02-22
657,657,461,3,63,1,en,"Garcia, Pena and Adams used to be reliable but the last few orders have been late and the Cobb Salad portion has shrunk. Courier was rude when we asked about the delay.",2023-04-26
658,658,357,32,25,1,en,"Wrong items in the bag - we ordered Ravioli Ricotta e Spinaci and got something else entirely. Refund requested. Had to track down the courier ourselves, no updates on the app.",2022-07-24
659,659,375,30,36,4,en,"Best Tagliatelle al Ragù in the area, hands down. Rodriguez, James and Frank never disappoints.",2024-09-29
660,660,36,34,20,3,en,"Delivery took about as long as the app estimated. Vegan Buddha Bowl tasted fine, would order again if nothing closer is open.",2022-11-22
661,661,188,30,1,2,en,"Rodriguez, James and Frank used to be reliable but the last few orders have been late and the Dish portion has shrunk.",2023-07-11
662,662,318,24,100,3,en,Average experience. Diavola was decent but a bit pricey for the portion size.,2022-09-19
663,663,496,35,50,3,en,"Ross Group got the order right this time, Dish was okay, packaging could be better.",2023-07-30
664,664,79,40,37,5,en,"Five stars. Hawkins PLC nailed the Ravioli Ricotta e Spinaci again, still hot and packed carefully.",2023-03-29
665,665,50,34,85,4,en,Really happy with this order - Prosciutto e Funghi was fresh and the courier kept us updated the whole way.,2022-02-19
666,666,448,3,26,2,en,"The Vegan Chili from Garcia, Pena and Adams was soggy by the time it got to us. Not ordering from here again.",2023-06-18
667,667,293,42,50,1,en,Order was late and the courier never called when they couldn't find our building. Diavola was barely warm.,2023-06-22
668,668,188,15,78,4,en,"Really happy with this order - Bacon Burger was fresh and the courier kept us updated the whole way. Delivery driver even called ahead, nice touch.",2022-03-21
669,669,252,6,60,2,en,Order was late and the courier never called when they couldn't find our building. Caprese Salad was barely warm.,2022-03-11
670,670,407,46,8,1,en,The Pepperoni from Smith Group was soggy by the time it got to us. Not ordering from here again.,2022-10-21
671,671,37,20,10,2,en,The BBQ Burger from Garza-Shea was soggy by the time it got to us. Not ordering from here again.,2024-11-18
672,672,372,15,69,2,en,"Wrong items in the bag - we ordered Caesar Salad and got something else entirely. Refund requested. Had to track down the courier ourselves, no updates on the app.",2022-07-28
673,673,128,37,81,2,en,Order was late and the courier never called when they couldn't find our building. Dish was barely warm.,2023-09-07
674,674,55,50,82,3,en,"The Dish from Kelly, Harris and Pruitt was fine, nothing special. Delivery was on time at least.",2023-01-28
